URL;Titulo;Enlace;Copete;Seccion
https://www.c5n.com/;Desgarrador testimonio de una víctima de violencia de género: su ex la persigue y fue hasta España a matarla;https://www.c5n.com/sociedad/desgarrador-testimonio-una-victima-violencia-genero-su-ex-la-persigue-y-fue-espana-matarla-n113749;Desde el 2011 hasta 2020 el acusado recibió más de 30 denuncias por violencia de género y fue condenado a un año y nueve meses de prisión en suspenso. Sin embargo pudo salir del país y viajar a España para intentar matarla,;Sociedad 
https://www.c5n.com/;El cierre electoral se acerca en un escenario político sin certezas;https://www.c5n.com/opinion/el-cierre-electoral-se-acerca-un-escenario-politico-certezas-n113729;"A la imposibilidad que parece conformar una fórmula de síntesis en el Frente de Todo y la cruda y muy pública interna que atraviesan Larreta y Bullrich en Juntos por el Cambio, se sumó la reaparición en escena de Randazzo y la posibilidad de crear un ""frente de frentes"". Y en el medio, la Corte Suprema.";Opinión 
https://www.c5n.com/;Crece la interna en JxC: la contundente respuesta de Bullrich sobre Schiaretti;https://www.c5n.com/politica/crece-la-interna-juntos-el-cambio-la-contundente-respuesta-patricia-bullrich-schiaretti-n113747;"La precandidata presidencial del PRO habló sobre la posibilidad de que el gobernador de Córdoba se incorpore a la coalición opositora. ""Parece algo más ligado a la necesidad de algunos dirigentes de traer cualquier aliado por situaciones de amistad"", sostuvo.";Política 
https://www.c5n.com/;Massa prepara un viaje a Estados Unidos para negociar un adelanto del FMI;https://www.c5n.com/economia/massa-prepara-un-viaje-estados-unidos-negociar-un-adelanto-del-fmi-n113724;Representantes del equipo económico llegarán a Washington el 12 de junio, nueve días antes del próximo vencimiento de deuda. El ministro no descarta sumarse a la comitiva.;Economía 
https://www.c5n.com/;La otra denuncia que más preocupa a Villa y por la que podría ir preso;https://www.c5n.com/sociedad/la-otra-denuncia-que-mas-preocupa-villa-y-la-que-podria-ir-preso-n113746;"El abogado Roberto Castillo, quien representa a Tamara Roldán en otra causa contra el futbolista de Boca por violencia de género, expresó que ""la expectativa de pena es de 6 a 15 años"".";Sociedad 
https://www.c5n.com/;Femicidio de Saladillo: Rocío Magalí González había denunciado a su asesino en la Justicia y en su trabajo;https://www.c5n.com/sociedad/femicidio-saladillo-rocio-magali-gonzalez-habia-denunciado-su-asesino-la-justicia-y-su-trabajo-n113731;"La víctima había advertido a la empresa sobre el acoso y el maltrato de Renzo Eduardo Chidichimo. ""Él es un tremendo psicópata, como familia tenía a su madre, nada más"", aseguró Yanet, la prima de la joven de 25 años, asesinada de siete balazos.";Sociedad 
https://www.c5n.com/;Nuevo aumento de tarifas de subte y Premetro a partir del 5 de junio: cuánto costará;https://www.c5n.com/sociedad/nuevo-aumento-tarifas-subte-y-premetro-partir-del-5-junio-cuanto-costara-n113725;El incremento se enmarca en el tercer tramo de la actualización prevista para estos servicios de transporte público en la Ciudad de Buenos Aires, según la audiencia pública realizada en febrero.;Sociedad 
https://www.c5n.com/;Muerte del hincha de River: la emotiva despedida de su hija en redes sociales;https://www.c5n.com/deportes/muerte-del-hincha-river-la-emotiva-despedida-su-hija-redes-sociales-n113736;"Mía, la hija de Pablo Marcelo Serrano, lo recordó con una foto en el Monumental y lo defendió de las críticas. ""Toda tu familia y amigos sabemos la clase de persona que eras"", aseguró.";Deportes 
https://www.c5n.com/;Qué dicen los primeros resultados de la autopsia de Pablo Serrano;https://www.c5n.com/deportes/muerte-del-hincha-river-que-dicen-los-primeros-resultados-la-autopsia-pablo-serrano-n113728;Terminó la intervención sobre el cuerpo del hombre de 53 años que cayó desde la tribuna Sívori Alta a la Sívori Baja en el Monumental. Todavía, sin embargo, no se realizó el informe toxicológico.;Deportes 
https://www.c5n.com/;Hasta las lágrimas: la emocionante reacción de Zlatan Ibrahimovic y sus compañeros en la despedida del Milan;https://www.c5n.com/deportes/hasta-las-lagrimas-la-emocionante-reaccion-zlatan-ibrahimovic-y-sus-companeros-la-despedida-del-milan-n113759;El experimentado delantero sueco, de 41 años, se despidió del público en el estadio Giuseppe Meazza.;Deportes 
https://www.c5n.com/;Independiente perdió con Godoy Cruz y quedó a un punto del último de la tabla;https://www.c5n.com/deportes/independiente-perdio-godoy-cruz-y-quedo-un-punto-del-ultimo-la-tabla-n113760;El Rojo cayó 2-1 con el Tomba en Mendoza y solo una unidad lo separa de Arsenal. El equipo dirigido por Ricardo Zielinski lleva tres partidos sin victorias.;Deportes 
https://www.c5n.com/;Creció la compraventa de autos usados: cuáles fueron los modelos más vendidos;https://www.c5n.com/autos/crecio-la-compraventa-autos-usados-cuales-fueron-los-modelos-mas-vendidos-n113758;En los cinco primeros meses del año se concretaron 663.831 operaciones de compraventa de vehículos usados.;Autos 
https://www.c5n.com/;Identificaron las causas del accidente de trenes en India: qué pasó;https://www.c5n.com/mundo/identificaron-las-causas-del-accidente-trenes-india-que-paso-n113717;El ministro de Transporte Ferroviario apuntó a un error humano en la utilización del sistema de señalización electrónico. Además, se revisó el número de víctimas y la cifra bajó de 288 a 275 muertos.;Mundo 
https://www.c5n.com/;Interna en la Selección argentina: la esposa del Papu Gómez tomó una drástica decisión;https://www.c5n.com/ratingcero/interna-la-seleccion-argentina-la-esposa-del-papu-gomez-tomo-una-drastica-decision-n113733;Los rumores de una pelea entre el jugador y sus compañeros surgieron después del Mundial de Qatar 2022. En las últimas horas cobraron nueva fuerza debido a un gesto de Linda Raff.;"
						RatingCero 
					"
https://www.c5n.com/;La foto íntima que eligió María Becerra para desmentir los rumores de un regreso  con Rusherking;https://www.c5n.com/ratingcero/la-foto-intima-que-eligio-maria-becerra-desmentir-los-rumores-un-regreso-rusherking-n113727;"Tras el acercamiento con su ex por el lanzamiento del nuevo tema de ""Los del Espacio"", y de que el santiagueño la vuelva a seguir en Instagram, ""La Nena de Argentina"" dejó en claro que está más enamorada que nunca de J Rei.";"
						RatingCero 
					"
https://www.c5n.com/;"Wado de Pedro, sobre su posible precandidatura presidencial: ""Hay una épica linda""";https://www.c5n.com/politica/wado-depedro-sobredosis-tv-junio-2023;El ministro del Interior se mostró entusiasmado con los apoyos que viene cosechando de diferentes sectores del Frente de Todos desde que puso en marcha sus recorridas con miras a las elecciones.;Política 
https://www.c5n.com/;"En plan campaña, Schiaretti insistió en la formación de ""una nueva alianza política""";https://www.c5n.com/politica/en-plan-campana-schiaretti-insistio-la-formacion-una-nueva-alianza-politica-n113691;"El gobernador de Córdoba retomó a través de un mensaje al país su proyecto de conformar un programa de gobierno común ""por parte de quienes coincidimos"".";Política 
https://www.c5n.com/;"""Hay mucho entusiasmo con las propuestas de Scioli y Tolosa Paz"", aseguró Cafiero";https://www.c5n.com/politica/hay-mucho-entusiasmo-las-propuestas-scioli-y-tolosa-paz-aseguro-cafiero-n113688;"El canciller insiste con las PASO y advirtió que los candidatos del Frente de Todos ""no pueden estar en el escritorio"".";Política 
https://www.c5n.com/;"Insfrán apuntó contra Juntos por el Cambio: ""Quieren poner todo en manos de la Justicia""";https://www.c5n.com/politica/insfran-apunto-contra-juntos-el-cambio-quieren-poner-todo-manos-la-justicia-n113679;El gobernador de Formosa le respondió al precandidato radical Fernando Carabajal luego de que éste presente un recurso ante la Corte Suprema impugnando su postulación.;Política 
https://www.c5n.com/;"Ni Una Menos: familiares de víctimas de femicidio denunciaron la ""impunidad"" del Poder Judicial";https://www.c5n.com/sociedad/ni-una-menos-familiares-victimas-femicidio-denunciaron-la-impunidad-del-poder-judicial-n113677;"El encuentro tuvo lugar al lado de la Pirámide de Mayo en la Plaza, allí señalaron que la Justicia ""mira para otro lado"" y armarán un petitorio para presentar a las autoridades nacionales.";Sociedad 
https://www.c5n.com/;Quiénes integran Bases Republicanas, la asociación civil que quiere voltear al fiscal Marijuan;https://www.c5n.com/politica/quienes-integran-bases-republicanas-la-asociacion-civil-que-quiere-voltear-al-fiscal-marijuan-n113604;"Entre los miembros fundadores de la ONG que pretende apartar al fiscal de la causa por ""la ruta del dinero"" aparecen varios exfuncionarios del gobierno de Mauricio Macri.";Política 
https://www.c5n.com/;Ruta del dinero: una ONG macrista busca apartar de la causa al fiscal Marijuan;https://www.c5n.com/politica/ruta-del-dinero-una-ong-macrista-busca-apartar-la-causa-al-fiscal-marijuan-n113587;Bases Republicanas pidió ser querellante y reclamó que se dicte el procesamiento de Cristina Kirchner, además de que se declare nulo el dictamen del fiscal respecto al pedido de sobreseimiento de la vicepresidenta.;Política 
https://www.c5n.com/;¿Autoimputación de Milman? Designó un abogado en la causa por el atentado contra Cristina;https://www.c5n.com/politica/autoimputacion-milman-designo-un-abogado-la-causa-el-atentado-contra-cristina-kirchner-n113578;A pesar de no estar formalmente imputado en el expediente, el diputado de Juntos por el Cambio nombró como defensor a Manuel Barros, quien supo ser abogado de Gendarmería en el caso Santiago Maldonado.;Política 
https://www.c5n.com/;Cómo saber si un billete de 2.000 pesos es trucho: los 10 elementos de seguridad;https://www.c5n.com/economia/como-saber-si-un-billete-2000-pesos-es-trucho-los-10-elementos-seguridad-n113648;El Banco Central de la República Argentina lanzó un aviso para evitar estafas con la nueva moneda que ya se encuentra en circulación. Todo lo tenés que saber.;Economía 
https://www.c5n.com/;Sequía en Entre Ríos: murieron 200 vacas intoxicadas con la pastura;https://www.c5n.com/sociedad/sequia-rios-murieron-200-vacas-intoxicadas-la-pastura-n113699;La consecuencia de la falta de agua generó la mortandad del ganado en Victoria, Nogoyá y San Jaime, por la presencia de compuestos concentrados en la alimentación por pastoreo. La explicación del INTA.;Sociedad 
https://www.c5n.com/;El balance de la gira de Massa por China: apertura de mercados y financiación de infraestructura;https://www.c5n.com/economia/el-balance-la-gira-sergio-massa-china-apertura-mercados-y-financiacion-infraestructura-n113637;El ministro de Economía, junto a su comitiva, logró cerrar acuerdos importantes que permitirán el ingreso de dólares al país. Además consolidó la financiación en sectores clave como energía, minería y transporte, y trae al país la propuesta de Dilma Rousseff para ingresar al banco de los Brics.;Economía 
https://www.c5n.com/;Jubilados y pensionados de ANSES recibieron la confirmación de una ansiada noticia;https://www.c5n.com/economia/jubilados-y-pensionados-anses-recibieron-la-confirmacion-una-ansiada-noticia-n113501;La Administración Nacional de la Seguridad Social detalló una información para este grupo de beneficiario. De qué se trata.;Economía 
https://www.c5n.com/;Cuáles son las nuevas tarifas de la visa de Estados Unidos para los argentinos a partir de junio ;https://www.c5n.com/sociedad/cuales-son-las-nuevas-tarifas-la-visa-estados-unidos-los-argentinos-partir-junio-2023-n113561;Después de 10 años, el Departamento de Estado de los Estados Unidos ha revelado los nuevos precios de las visas que entrarán en vigencia este mes.;Sociedad 
https://www.c5n.com/;Becas Progresar de ANSES: cuándo finaliza el proceso de evaluación;https://www.c5n.com/economia/becas-progresar-anses-cuando-finaliza-el-proceso-evaluacion-n113499;La Administración Nacional de la Seguridad Social señaló el plazo que se tarda en dar a conocer los resultados de la solicitud.;Economía 
https://www.c5n.com/;China: al menos 14 muertos por un deslizamiento de tierras y buscan a 5 desaparecidos;https://www.c5n.com/mundo/china-al-menos-14-muertos-un-deslizamiento-tierras-y-buscan-5-desaparecidos-n113720;El alud se produjo este domingo en lo alto de una montaña en la provincia de Sichuan, al suroeste del país. 180 personas participan de las tareas de búsqueda.;Mundo 
https://www.c5n.com/;Por qué la NASA ahora usa la sigla UAP para hablar de los ovnis;https://www.c5n.com/mundo/por-que-la-nasa-ahora-usa-la-sigla-uap-hablar-los-ovnis-n113591;Desde la agencia espacial estadounidense buscan avanzar en los esquemas y los métodos para poder resolver algunas de las incógnitas relacionadas a los avistamientos de objetos voladores.;Mundo 
https://www.c5n.com/;El femicidio que conmociona Italia: mató a su pareja embarazada de 7 meses;https://www.c5n.com/mundo/el-femicidio-que-conmociona-italia-mato-su-pareja-embarazada-7-meses-n113638;Un bartender asesinó a puñaladas a su pareja luego que ella descubriera que él tenía una doble vida con su compañera de trabajo. Confesó el crimen y está detenido.;Mundo 
https://www.c5n.com/;¡Tremendo! Este es el significado del emoji de WhatsApp de la cara de desaprobación;https://www.c5n.com/tecnologia/tremendo-este-es-el-significado-del-emoji-whatsapp-la-cara-desaprobacion-n113509;La aplicación de mensajería instantánea de Meta tiene los más divertidos íconos animados. La interpretación de este.;Tecnología 
https://www.c5n.com/;¿Cómo y para qué usar LuzIA, la Inteligencia Artificial de WhatsApp?;https://www.c5n.com/tecnologia/como-y-que-usar-luzia-la-inteligencia-artificial-whatsapp-n113615;La aplicación de mensajería también se ha sumado a la tendencia de la inteligencia artificial. De qué se trata.;Tecnología 
https://www.c5n.com/;Cómo reconocer estafas en Whatsapp y proteger los chats;https://www.c5n.com/tecnologia/como-reconocer-estafas-whatsapp-y-proteger-los-chats-n113584;La aplicación de mensajería acerca información clave sobre seguridad a los usuarios a través del Centro de Seguridad. Cada vez que Meta haga una actualización se verá reflejada en los anuncios de protección.;Tecnología 
https://www.c5n.com/;Marcela Tinayre se cansó, explotó contra Alfa y reveló lo que más la irrita;https://www.c5n.com/ratingcero/marcela-tinayre-se-canso-exploto-contra-alfa-y-revelo-lo-que-mas-la-irrita-n113757;La conductora de Polémica en el Bar realizó una inesperada confesión sobre su compañero y sorprendió a todos.;"
						RatingCero 
					"
https://www.c5n.com/;Netflix estrenó la segunda temporada de Batalla de barbacoas, el reality que es furor;https://www.c5n.com/ratingcero/netflix-estreno-la-segunda-temporada-batalla-barbacoas-el-reality-que-es-furor-n113511;La plataforma de streaming presenta esta producción estadounidense que es todo un éxito. Sinopsis, tráiler y reseña de la producción.;"
						RatingCero 
					"
https://www.c5n.com/;Jesica Cirio contó la noticia más esperada por los fanáticos de La Peña de Morfi;https://www.c5n.com/ratingcero/jesica-cirio-conto-la-noticia-mas-esperada-los-fanaticos-la-pena-morfi-n113762;En medio de un escenario con mucha incertidumbre, la conductora del ciclo dejó en claro la posición frente a un tema que se había instalado en los últimos días.;"
						RatingCero 
					"
https://www.c5n.com/;Taylor Swift en Argentina: los trucos infalibles para comprar entradas sí o sí;https://www.c5n.com/ratingcero/taylor-swift-argentina-los-trucos-infalibles-comprar-entradas-si-o-si-n113646;La estadounidense se presenta en Argentina en noviembre por primera vez. Los boletos saldrán a la venta el lunes y ya se revelaron formas de poder adquirirlos.;"
						RatingCero 
					"
https://www.c5n.com/;Ivana Nadal anticipó el lanzamiento de la colección de verano;https://www.c5n.com/ratingcero/la-microbikini-la-que-ivana-nadal-anticipo-el-lanzamiento-la-coleccion-verano-n113600;La modelo mantiene a sus seguidores con la intriga de saber cómo será la nueva colección de sus microbikinis.;"
						RatingCero 
					"
https://www.c5n.com/;Netflix: todos los detalles de Gente sirena, un particular documental de 4 capítulos;https://www.c5n.com/ratingcero/netflix-todos-los-detalles-gente-sirena-un-particular-documental-4-capitulos-n113510;La plataforma de streaming estrenó una producción que cautivó por completo a los suscriptores. De qué se trata.;"
						RatingCero 
					"
